source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,radial_velocity,ra_1702,dec_1702,drift_arcsec
6762966937215690752,289.1234329712167,-27.118775024330173,14.724717666380386,16.96944535715195,-50.868876256702826,13.626068,,289.12190572113457,-27.11419682546707,17.374391311931486
6768935597425078144,289.45204131864267,-26.88405890110022,14.420823524032643,36.92080876576809,-24.061058812081047,13.852566,36.963394,289.44871844585373,-26.881893405807133,14.278370373644274
6769760579045190528,290.2649202089958,-25.10446043972196,14.394629526598962,-140.8905360311894,-164.72878361076118,14.042831,104.79378,290.2776003572386,-25.089634849196994,70.23085111688337
6769021226194779136,289.62686930244035,-26.42339756225121,14.320676356837284,-15.278826234498851,-22.630062911951484,15.791447,,289.62824439680145,-26.421360856589136,8.846815571046998
6764964062646950528,292.62716835578567,-27.41579310235407,14.298595617655351,62.599028739078115,-147.9014611655795,14.576976,-38.738094,292.62153444319915,-27.402481970849166,52.03553037045117
6759526973346678656,290.91769053688125,-28.640596976442556,14.2872067743537,28.722451474928583,-16.68834547437101,12.50469,-5.136881,290.9151055162485,-28.639095025349864,10.762849357160256
6765861019327924736,291.030841680837,-27.298370893576816,14.209569554703107,101.57534700700651,-231.49815948756142,17.053562,,291.02169989960635,-27.277536059222935,81.9079106474195
6766476612690018048,291.60144341170707,-25.787617152804586,14.147776614091349,91.9356356065559,-54.087019348821286,12.571063,-40.29733,291.5931692045025,-25.782749321063193,34.55967950982867
6769031087440215296,289.7875084832888,-26.210417774300105,14.145332041230327,53.51680507734326,60.63388709388249,14.512884,-5.0103636,289.7826919708318,-26.215874824138552,26.20300135534953
6763192096576049280,288.75575436640264,-26.515196803738355,14.083693389330795,-27.836283531638195,-93.66615984157492,18.87941,,288.7582596319205,-26.506766849352612,31.659638373446402
6769393926278758912,289.86926485143175,-25.13915486808813,14.029957489751622,61.801822189004994,-15.041199495707051,13.986155499999999,-23.380786999999998,289.86370268743474,-25.137801160133517,20.608292226336086
6769084345034571776,290.3680659354088,-26.058480667187442,13.481277829678454,-35.13952954133357,-8.997753432445197,14.289446,-7.5341190000000005,290.3712284930675,-26.057670869378523,11.75252155630199
6765638063274882304,290.7382157492202,-27.628352808194705,13.368638327772016,-5.426096514143634,-0.38131284241051694,19.338001000000002,,290.73870409790646,-27.62831849003889,1.7623909301381127
6759847279129458944,289.3772819621034,-27.950880938644033,13.346100279507361,38.060606898222105,-0.5976284483360432,13.668482999999998,-22.784370000000003,289.3738565074825,-27.950827152083683,12.333156745191726
6763147841231053440,288.2621561908378,-27.03215438098798,13.291360772042363,-6.1910291726464095,-3.0351995713154363,19.73675,,288.26271338346334,-27.031881213026562,2.2339859596718346
6769489446350137728,291.30773156485463,-25.53318966999413,13.273764446509569,-5.269760541882136,-1.6052685829497633,20.419815,,291.3082058433034,-25.533045195821664,1.7848625498502255
6769151170428490368,290.11016240072445,-25.78985224668457,13.268297228954413,-26.572131740188738,-150.62189347064924,15.313639000000002,-57.70304,290.11255389258105,-25.776296276272213,49.555090857430514
6766130369605925248,292.5219595922698,-26.64807827950457,13.239660997764346,33.97443367094678,-116.7361941708988,15.119301,-14.227179000000001,292.51890189323944,-26.63757202202919,39.391793113698505
6769392070852051584,289.8779136827198,-25.228716356004963,13.038312476993154,47.20531513371781,-243.1441058369193,14.215755,23.009815,289.87366520435774,-25.20683338647964,80.24963831918423
6766101228247207424,292.39238270552585,-27.095113694628182,12.836203884515564,35.86412080317193,-33.334102599449594,15.452955,-36.921627,292.38915493465356,-27.09211362539423,15.864085411823133
6769029575611700736,289.8263127311225,-26.303977113661013,12.817690523550686,78.56591531663811,-145.05797801659668,13.798834,-33.655724,289.81924179874403,-26.29092189563952,53.44961138940697
6759613220591134208,290.40010563093807,-28.22559732854441,12.778296746251302,-21.83068045270814,23.83090493550339,9.12016,,290.4020703921788,-28.227742109988604,10.471220049609968
6765662080732001664,290.7963503801344,-27.56973358341289,12.721329635487056,19.018380424605372,-47.68958101222143,14.13938,-14.376870000000002,290.7946387258962,-27.56544152112179,16.634788964298867
6759549895593086720,290.75490492854914,-28.37831466445527,12.695798989800716,21.679690920275327,-13.143470575562027,14.437176000000001,10.157297999999999,290.7529537563663,-28.37713175210347,8.214277482966347
6765984508218291712,291.11663798206035,-26.798023322486912,12.650097514791614,52.38024239055179,-105.9972741931518,10.942166,-8.122251,291.1119237602452,-26.78848356780953,38.307587419298144
6759808864943369984,290.2842418903043,-27.98621340739154,12.594494678065924,5.753058441738987,10.016889847990072,13.238852,20.749447,290.28372411504455,-27.987114927477858,3.7426665261627803
6766442287311817088,292.2008097589122,-25.75230057244507,12.537102220934816,-5.764702921818187,-8.464658449311392,9.465892,-46.57399,292.20132858217517,-25.75153875318463,3.3181498282046893
6769497589607228032,290.92774647913484,-25.57893542821232,12.471361044205846,5.4359831459566985,-44.45931360324815,14.843254,-14.294253,290.9272572406517,-25.574934089988027,14.512091577239737
6762973087606430464,289.17886127472826,-27.06758859584856,12.238040603203439,4.920349910433905,-28.05987458656975,20.360756,,289.1784184432363,-27.06506320713577,9.230113484517258
